energy,7bcea01794773fc317d8fb5a8ea7c275,4c32a0a4f1938ddc47bf6ad0b748658e
-10.6762134838703,2.1836859687548995e-12,0.0
-10.665343459573169,6.273833105229071e-12,0.0
-10.65447343527604,1.7617776454883122e-11,0.0
-10.643603410978908,4.835536040103829e-11,0.0
-10.632733386681778,1.297219897378136e-10,0.0
-10.621863362384648,3.4014030144074547e-10,0.0
-10.61099333808752,8.717223519626481e-10,0.0
-10.60012331379039,2.1836044950821197e-09,0.0
-10.58925328949326,5.3462052183477225e-09,0.0
-10.578383265196129,1.2793615644626662e-08,0.0
-10.567513240898998,2.9923833629778135e-08,0.0
-10.556643216601868,6.840970515525212e-08,0.0
-10.545773192304738,1.528604524979497e-07,0.0
-10.534903168007608,3.3384892828553726e-07,0.0
-10.524033143710476,7.126608183890437e-07,0.0
-10.513163119413347,1.4869440705810963e-06,0.0
-10.502293095116215,3.0323985054982484e-06,0.0
-10.491423070819089,6.04448260025133e-06,0.0
-10.480553046521958,1.1776464104471095e-05,0.0
-10.469683022224828,2.2426206031730032e-05,0.0
-10.458812997927698,4.174309359599914e-05,0.0
-10.447942973630568,7.59460166310544e-05,0.0
-10.437072949333436,0.00013505838666677075,0.0
-10.426202925036309,0.00023476874064660546,0.0
-10.415332900739177,0.0003989043764461632,0.0
-10.404462876442048,0.0006625474553012768,0.0
-10.393592852144916,0.0010757156130741922,0.0
-10.382722827847786,0.0017073653431370964,0.0
-10.371852803550658,0.0026492610895847853,0.0
-10.360982779253527,0.004019009555856232,0.0
-10.350112754956395,0.005961334029162281,0.0
-10.339242730659269,0.008646527499691754,0.0
-10.328372706362137,0.012265060518430727,0.0
-10.317502682065006,0.017017610425179054,0.0
-10.306632657767876,0.023100371145149116,0.0
-10.295762633470746,0.03068638188983246,0.0
-10.284892609173616,0.039904673834052905,0.0
-10.274022584876484,0.05082007344918164,0.0
-10.263152560579355,0.06341724023625121,0.0
-10.252282536282229,0.07759265455165579,0.0
-10.241412511985097,0.09315757098864827,0.0
-10.230542487687966,0.10985333630773089,0.0
-10.219672463390836,0.12737809630091515,0.0
-10.208802439093706,0.14542120354773194,0.0
-10.197932414796576,0.16369922005960277,0.0
-10.187062390499444,0.1819859972592498,0.0
-10.176192366202317,0.20012950942101862,0.0
-10.165322341905185,0.2180501964540008,0.0
-10.154452317608056,0.235719348279048,0.0
-10.143582293310924,0.25312083767589794,0.0
-10.132712269013796,0.27020418474123875,0.0
-10.121842244716666,0.28684027104808707,0.0
-10.110972220419535,0.3027919626204375,0.0
-10.100102196122403,0.3177099135281594,0.0
-10.089232171825277,0.3311591048464426,0.0
-10.078362147528145,0.34267517934920977,0.0
-10.067492123231014,0.35184286649956326,0.0
-10.056622098933884,0.3583834338238248,0.0
-10.045752074636754,0.36223554285604526,0.0
-10.034882050339624,0.3636148367083431,0.0
-10.024012026042492,0.3630418412510651,0.0
-10.013142001745363,0.36133425080126713,0.0
-10.002271977448236,0.3595667359641678,0.0
-9.991401953151104,0.3590072727964878,0.0
-9.980531928853974,0.3610422309910706,0.0
-9.969661904556844,0.3671024041629968,0.0
-9.958791880259714,0.3785990586701904,0.0
